kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,plantAnemochory,plantAnemophily,plantAutochory,plantCantarophily,plantChiropterophily,plantChiropterochory,plantEntomophily,plantHidrochory,plantIctiochory,plantLeafArea,plantLeafNitrogen,plantLeafPhosphorus,plantLifeForm,plantMammalochory,plantMelithophily,plantOrnitochory,plantOrnitophily,plantPhalaenophily,plantHeight,plantPsychophily,plantSaurochory,plantDBH,plantWoodDensity,plantZoochory,plantZoophily,categoryThreatMMA,categoryThreatIUCN,speciesRefSyndromePollination,speciesRefSyndromeDispersal,plantDisperSyndromeRef,plantPollinSyndromeRef
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Inga,,,brachyrhachis,Harms,,Inga brachyrhachis Harms,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24443,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,12.09080476,28.212787,,tree,1,0,0,0,0,8,0,0,19,,1,1,NE,LC,Inga alba,Inga laurina,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / Lapenta et al. 2008 Frugivory and seed dispersal of golden lion tamarin","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Ormosia,,,paraensis,Ducke,,Ormosia paraensis Ducke,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24444,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,16.11629225,22,,tree,0,0,1,0,0,20,0,0,44,0.66,1,0,NE,LC,,Ormosia coccinea,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.",
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24447,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,4,0,0,13.5,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24453,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,7,0,0,15,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24456,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,5,0,0,16.75,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Inga,,,stipularis,DC.,,Inga stipularis DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24459,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,11.69965,28.185686,,tree,1,0,0,1,0,7.5,0,0,16,0.611,1,0,NE,LC,Inga marginata,Inga laurina,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / Lapenta et al. 2008 Frugivory and seed dispersal of golden lion tamarin","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24460,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,7,0,0,13,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24462,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,6,0,0,11,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24463,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,8,0,0,21.5,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Inga,,,graciliflora,Benth.,,Inga graciliflora Benth.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24465,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,,,,tree,1,0,0,1,0,5,0,0,17,0.533435,1,0,NE,NE,Inga marginata,Inga laurina,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / Lapenta et al. 2008 Frugivory and seed dispersal of golden lion tamarin","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Inga,,,alba,(Sw.) Willd.,,Inga alba (Sw.) Willd.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24467,CN05,quadrat methods,,,,0,0,0,0,0,0,1,0,0,14.8025,35.045327,1.085,tree,1,0,0,0,0,13,0,0,35,0.587331606,1,1,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / Lapenta et al. 2008 Frugivory and seed dispersal of golden lion tamarin",
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24469,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,8,0,0,14,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Enterolobium,,,schomburgkii,(Benth.) Benth.,,Enterolobium schomburgkii (Benth.) Benth.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24474,CN05,quadrat methods,,,,0,0,1,0,0,0,1,0,0,7.000288715,28.84254994,1.24953304,tree,0,1,0,0,1,12,1,0,34,0.69,1,0,NE,LC,Enterolobium gummiferum,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24475,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,9,0,0,15,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24480,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,8,0,0,22,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24481,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,8,0,0,18.5,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24482,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,2,0,0,13,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24490,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,9,0,0,18,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Andira,,,inermis,(W.Wright) DC.,,Andira inermis (W.Wright) DC.,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,24,3,2022,24491,CN05,quadrat methods,,,,0,0,0,0,0,1,1,0,0,18.4659271,32.175,1.25349301,tree,1,0,0,0,0,2,0,0,17,0.64,1,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Bauhinia,,,piresii,Vaz & G.P. Lewis,,Bauhinia piresii Vaz & G.P. Lewis,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,26,3,2022,24496,CN10,quadrat methods,,,,1,0,0,0,1,0,1,0,0,,,,tree,0,1,0,0,0,9,0,0,52,,0,0,NE,DD,Bauhinia longifolia  &  Bauhinia cheilantha,,"Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216.","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Bauhinia,,,piresii,Vaz & G.P. Lewis,,Bauhinia piresii Vaz & G.P. Lewis,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,26,3,2022,24497,CN10,quadrat methods,,,,1,0,0,0,1,0,1,0,0,,,,tree,0,1,0,0,0,6,0,0,37,,0,0,NE,DD,Bauhinia longifolia  &  Bauhinia cheilantha,,"Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216.","Quirino, Z. G. M., & Machado, I. C. (2014). Pollination syndromes in a Caatinga plant community in northeastern Brazil: seasonal availability of floral resources in different plant growth habits. Brazilian Journal of Biology, 74, 62-71."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Senegalia,,,polyphylla,(DC.) Britton & Rose,,Senegalia polyphylla (DC.) Britton & Rose,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,26,3,2022,24499,CN10,quadrat methods,,,,1,0,1,0,0,0,1,0,0,4.4,,,tree,0,0,0,0,0,7,0,0,22,0.6,0,0,NE,LC,,,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935.","Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Inga,,,,,,Inga  ,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,26,3,2022,24516,CN10,quadrat methods,,,,0,0,0,0,0,0,1,0,0,,,,tree,1,0,0,1,0,6,0,0,19.25,,1,0,NE,NE,Inga marginata,Inga laurina,"Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). Kattge, J., Diaz, S., Lavorel, S., Prentice, I. C., Leadley, P., Bönisch, G., ... & Wirth, C. (2011). TRY–a global database of plant traits. Global change biology, 17(9), 2905-2935.–a global database of plant traits. Global change biology, 17(9), 2905-2935. / Lapenta et al. 2008 Frugivory and seed dispersal of golden lion tamarin","Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216."
Plantae,Magnoliophyta,Embryopsida,Fabales,Fabaceae,,,Dalbergia,,,,,,Dalbergia  ,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,26,3,2022,24524,CN10,quadrat methods,,,,1,0,0,0,0,0,1,0,0,,,,vine,1,1,0,0,0,,0,0,22,,1,0,NE,NE,Dalbergia miscolobium,Dalbergia spruceana,"Martello, F., dos Santos, J. S., Silva-Neto, C. M., Cássia-Silva, C., Siqueira, K. N., de Ataíde, M. V. R., ... & Collevatti, R. G. (2023). Landscape structure shapes the diversity of plant reproductive traits in agricultural landscapes in the Brazilian Cerrado. Agriculture, Ecosystems & Environment, 341, 108216.",Ishara & Maimoni-Rodella 2009
